"rank","title","artist"
"1","Non Ti Scordar Mai Di Me","Giusy Ferreri"
"2","Tu Lo Sai","Maurizio Cinesi"
"3","Viva La Vida","Coldplay"
"4","A Te","Jovanotti"
"5","I Kissed A Girl","Katy Perry"
"6","Give It 2 Me","Madonna"
"7","American Boy","Estelle & Kanye West"
"8","I'm Yours","Jason Mraz"
"9","Badabum Cha Cha","Marracash"
"10","All Summer Long","Kid Rock"
"11","Let Me Out","Ben's Brother"
"12","Quasi 40","Tiromancino"
"13","Supernatural Superserious","R.E.M."
"14","Eppure Mi Hai Cambiato La Vita","Fabrizio Moro"
"15","Cammina Nel Sole","Gianluca Grignani"
"16","Tear Down These Houses","Skin"
"17","A Ferro E Fuoco","Mario Venuti"
"18","Carry You Home","James Blunt"
"19","Stop And Stare","OneRepublic"
"20","Love Song","Sara Bareilles"
