"rank","title","artist"
"1","Non Ti Scordar Mai Di Me","Giusy Ferreri"
"2","A Te","Jovanotti"
"3","American Boy","Estelle & Kanye West"
"4","Give It 2 Me","Madonna"
"5","Cry","Novecento"
"6","I'm Yours","Jason Mraz"
"7","Ah! Ah! Ah!","Cinema 2"
"8","Viva La Vida","Coldplay"
"9","Sweet About Me","Gabriella Cilmi"
"10","Nevichera","Monodia"
"11","Let Me Out","Ben's Brother"
"12","Quasi 40","Tiromancino"
"13","Supernatural Superserious","R.E.M."
"14","Eppure Mi Hai Cambiato La Vita","Fabrizio Moro"
"15","Cammina Nel Sole","Gianluca Grignani"
"16","Tear Down These Houses","Skin"
"17","A Ferro E Fuoco","Mario Venuti"
"18","Carry You Home","James Blunt"
"19","Stop And Stare","OneRepublic"
"20","Love Song","Sara Bareilles"
